country,key,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
USA,FL.Sarasota,Florida,FL,Sarasota,,Sarasota,12115
USA,FL.Seminole,Florida,FL,Orlando,,Seminole,12117
USA,FL.StJohns,Florida,FL,Jacksonville,,St Johns,12109
USA,FL.StLucie,Florida,FL,Port St. Lucie,,St Lucie,12111
USA,FL.Sumter,Florida,FL,Orlando,,Sumter,12119
USA,FL.Suwannee,Florida,FL,Lake City,,Suwannee,12121
USA,FL.Taylor,Florida,FL,Lake City,,Taylor,12123
USA,FL.Union,Florida,FL,Gainesville,,Union,12125
USA,FL.Volusia,Florida,FL,Deltona,,Volusia,12127
USA,FL.Wakulla,Florida,FL,Tallahassee,,Wakulla,12129
USA,FL.Walton,Florida,FL,Pensacola,,Walton,12131
USA,FL.Washington,Florida,FL,Tallahassee,,Washington,12133
USA,GA.Appling,Georgia,GA,Vidalia,,Appling,13001
USA,GA.Atkinson,Georgia,GA,Waycross,,Atkinson,13003
USA,GA.Bacon,Georgia,GA,Waycross,,Bacon,13005
USA,GA.Baker,Georgia,GA,Albany,,Baker,13007
USA,GA.Baldwin,Georgia,GA,Milledgeville,,Baldwin,13009
USA,GA.Banks,Georgia,GA,Gainesville,,Banks,13011
USA,GA.Barrow,Georgia,GA,Athens,,Barrow,13013
USA,GA.Bartow,Georgia,GA,Rome,,Bartow,13015
USA,GA.BenHill,Georgia,GA,Fitzgerald,,Ben Hill,13017
USA,GA.Berrien,Georgia,GA,Valdosta,,Berrien,13019
USA,GA.Bibb,Georgia,GA,Macon,,Bibb,13021
USA,GA.Bleckley,Georgia,GA,Macon,,Bleckley,13023
USA,GA.Brantley,Georgia,GA,Brunswick,,Brantley,13025
USA,GA.Brooks,Georgia,GA,Valdosta,,Brooks,13027
USA,GA.Bryan,Georgia,GA,Savannah,,Bryan,13029
USA,GA.Bulloch,Georgia,GA,Statesboro,,Bulloch,13031
USA,GA.Burke,Georgia,GA,Augusta,,Burke,13033
USA,GA.Butts,Georgia,GA,Griffin,,Butts,13035
USA,GA.Calhoun,Georgia,GA,Eufaula,,Calhoun,13037
USA,GA.Camden,Georgia,GA,Jacksonville,,Camden,13039
USA,GA.Candler,Georgia,GA,Statesboro,,Candler,13043
USA,GA.Carroll,Georgia,GA,LaGrange,,Carroll,13045
USA,GA.Catoosa,Georgia,GA,Chattanooga,,Catoosa,13047
USA,GA.Charlton,Georgia,GA,Jacksonville,,Charlton,13049
USA,GA.Chatham,Georgia,GA,Savannah,,Chatham,13051
USA,GA.Chattahoochee,Georgia,GA,Columbus,,Chattahoochee,13053
USA,GA.Chattooga,Georgia,GA,Rome,,Chattooga,13055
USA,GA.Cherokee,Georgia,GA,Atlanta,,Cherokee,13057
USA,GA.Clarke,Georgia,GA,Athens,,Clarke,13059
USA,GA.Clay,Georgia,GA,Eufaula,,Clay,13061
