key,country,statisticalArea1,statisticalArea1Code,statisticalArea2,statisticalArea2Code,statisticalArea3,statisticalArea3Code
N3,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
N4,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N5,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N6,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N7,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N8,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N81,GBR,London,UKI,Inner London — East,UKI4,Haringey and Islington,UKI43
N9,GBR,London,UKI,Outer London — East and North East,UKI5,Enfield,UKI54
NE1,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE10,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE11,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE12,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE13,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE15,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE16,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE17,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE18,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE19,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE2,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE20,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE21,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE22,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE23,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE24,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE25,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE26,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE27,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE28,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE29,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE3,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE30,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE31,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE32,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE33,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE34,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE35,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE36,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE37,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Sunderland,UKC23
NE38,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Sunderland,UKC23
NE39,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE4,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE40,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE41,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE42,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE43,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE44,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE45,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE46,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE47,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE48,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE49,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE5,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE6,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE61,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE62,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE63,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE64,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE65,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE66,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE67,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE68,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE69,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE7,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE70,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE71,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Northumberland,UKC21
NE8,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE82,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE83,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE85,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE88,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE9,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE92,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE98,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NE99,GBR,North East (England),UKC,Northumberland and Tyne and Wear,UKC2,Tyneside,UKC22
NG1,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG10,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South and West Derbyshire,UKF13
NG11,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG12,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG13,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG14,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG15,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG16,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG17,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG18,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG19,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG2,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG20,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,East Derbyshire,UKF12
NG21,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG22,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG23,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG24,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG25,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,North Nottinghamshire,UKF15
NG3,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG31,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
NG32,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
NG33,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
NG34,GBR,East Midlands (England),UKF,Lincolnshire,UKF3,Lincolnshire,UKF30
NG4,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG5,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG6,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG7,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG8,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF14
NG80,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG9,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,South Nottinghamshire,UKF16
NG90,GBR,East Midlands (England),UKF,Derbyshire and Nottinghamshire,UKF1,Nottingham,UKF16
NN1,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN10,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN11,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN12,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN13,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN14,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN15,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN16,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN17,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN18,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN2,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN29,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN3,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN4,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN5,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN6,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN7,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
NN8,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NN9,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,North Northamptonshire,UKF25
NP10,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP11,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP12,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP13,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP15,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP16,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP18,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP19,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP20,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP22,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP23,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP24,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP25,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP26,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP4,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP44,GBR,Wales,UKL,West Wales and The Valleys,UKL1,Gwent Valleys,UKL16
NP7,GBR,Wales,UKL,East Wales,UKL2,Monmouthshire and Newport,UKL21
NP8,GBR,Wales,UKL,East Wales,UKL2,Powys,UKL24
NR1,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR10,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR11,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR12,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR13,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR14,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR15,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR16,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR17,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR18,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR19,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR2,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR20,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR21,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR22,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR23,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR24,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR25,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR26,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR27,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR28,GBR,East of England,UKH,East Anglia,UKH1,North and West Norfolk,UKH16
NR29,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR3,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR30,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR31,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR32,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
NR33,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
NR34,GBR,East of England,UKH,East Anglia,UKH1,Suffolk,UKH14
NR35,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR4,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR5,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR6,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR7,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR8,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NR9,GBR,East of England,UKH,East Anglia,UKH1,Breckland and South Norfolk,UKH17
NR99,GBR,East of England,UKH,East Anglia,UKH1,Norwich and East Norfolk,UKH15
NW1,GBR,London,UKI,Inner London — West,UKI3,Camden and City of London,UKI31
NW10,GBR,London,UKI,Outer London — West and North West,UKI7,Brent,UKI72
NW11,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
NW1W,GBR,London,UKI,Inner London — West,UKI3,Camden and City of London,UKI31
NW2,GBR,London,UKI,Outer London — West and North West,UKI7,Brent,UKI72
NW26,GBR,London,UKI,Outer London — West and North West,UKI7,Brent,UKI72
NW3,GBR,London,UKI,Inner London — West,UKI3,Camden and City of London,UKI31
NW4,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
NW5,GBR,London,UKI,Inner London — West,UKI3,Camden and City of London,UKI31
NW6,GBR,London,UKI,Inner London — West,UKI3,Camden and City of London,UKI31
NW7,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
NW8,GBR,London,UKI,Inner London — West,UKI3,Westminster,UKI32
NW9,GBR,London,UKI,Outer London — West and North West,UKI7,Barnet,UKI71
OL1,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL10,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL11,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL12,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL13,GBR,North West (England),UKD,Lancashire,UKD4,East Lancashire,UKD46
OL14,GBR,Yorkshire and the Humber,UKE,West Yorkshire,UKE4,Calderdale and Kirklees,UKE44
OL15,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL16,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL2,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL3,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL4,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL5,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
OL6,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
OL7,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester South East,UKD35
OL8,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL9,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OL95,GBR,North West (England),UKD,Greater Manchester,UKD3,Greater Manchester North East,UKD37
OX1,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX10,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX11,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX12,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX13,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX14,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX15,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX16,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX17,GBR,East Midlands (England),UKF,"Leicestershire, Rutland and Northamptonshire",UKF2,West Northamptonshire,UKF24
OX18,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX2,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX20,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX25,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX26,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX27,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX28,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX29,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX3,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX33,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX39,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX4,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX44,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX49,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX5,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX7,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
OX9,GBR,South East (England),UKJ,"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Oxfordshire,UKJ14
PA1,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
PA10,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
PA11,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
PA12,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
PA13,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
PA14,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
PA15,GBR,Scotland,UKM,West Central Scotland,UKM8,"Inverclyde, East Renfrewshire and Renfrewshire",UKM83
